referenceTime,dew_point_temp,air_temp,relative_humidity,irradiance,wind_speed,wind_category,AC_Power_IV1,IV1_status,AC_Power_IV2,IV2_status,AC_Power_IV3,IV3_status,AC_Power_IV4,IV4_status,AC_Power_IV5,IV5_status,AC_Power_IV6,IV6_status,AC_Power_IV7,IV7_status,AC_Power_IV8,IV8_status,Total_AC_Power_IV_On,Total_AC_Power,Total_AC_Power_East,Total_AC_Power_West,Total_AC_Power_South,ghi,dni,dhi,hour_harmonic,day_harmonic
2021-01-05 12:00:00+00:00,-6.3,-1.1,68.0,87.2,1.5,2.0,0.77,1.0,0.85,1.0,1.86,1.0,1.84,1.0,1.72,1.0,0.52,1.0,5.38,1.0,2.89,1.0,15.05,15.06,3.4800000000000004,4.08,8.27,88.67356287082242,473.8844205296699,22.323038271853196,1.0,-0.9962981749346078
2021-01-05 13:00:00+00:00,-6.3,-1.4,69.0,56.8,1.1,3.0,0.44,1.0,0.49,1.0,2.15,1.0,1.79,1.0,1.67,1.0,0.55,1.0,4.34,1.0,2.31,1.0,13.3,13.3,3.08,4.01,6.65,56.825589960139496,371.78637385592094,16.959959150792756,0.9659258262890684,-0.9962981749346078
2021-01-05 14:00:00+00:00,-7.0,-2.9,73.0,20.8,1.6,4.0,0.09,1.0,0.1,1.0,0.7,1.0,0.95,1.0,0.91,1.0,0.22,1.0,2.01,1.0,1.06,1.0,5.96,5.950000000000001,0.8899999999999999,2.08,3.07,11.557772356196487,132.9660930314956,5.387627185484323,0.866025403784439,-0.9962981749346078
2021-01-05 15:00:00+00:00,-7.8,-4.1,76.0,5.9,1.0,4.0,0.0,1.0,0.0,1.0,0.02,1.0,0.02,1.0,0.01,1.0,0.0,1.0,0.1,1.0,0.05,1.0,0.0,0.2,0.02,0.03,0.15,0.0,0.0,0.0,0.7071067811865483,-0.9962981749346078
2021-01-05 16:00:00+00:00,-7.8,-4.9,80.0,0.0,1.4,4.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9962981749346078
2021-01-06 08:00:00+00:00,-12.7,-11.3,89.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999993,-0.9946708199115211
2021-01-06 09:00:00+00:00,-12.7,-11.3,88.0,8.9,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.5,0.05,0.17,0.0,0.2,0.0,0.0,0.2,15.601805648223332,160.86737727737756,6.896548850955199,0.7071067811865475,-0.9946708199115211
2021-01-06 10:00:00+00:00,-12.1,-10.7,88.0,62.6,0.5,1.0,0.19,0.83,0.21,0.83,0.2,0.83,0.2,1.0,0.21,1.0,0.01,0.5,1.3,1.0,0.67,1.0,1.87,2.8,0.6000000000000001,0.42,1.97,61.88892977702261,386.79773367451065,18.16915785174525,0.8660254037844388,-0.9946708199115211
2021-01-06 11:00:00+00:00,-11.2,-9.9,88.0,43.9,0.5,1.0,0.22,1.0,0.26,1.0,0.34,1.0,0.33,1.0,0.34,1.0,0.02,1.0,1.13,1.0,0.58,1.0,3.0,3.0,0.8200000000000001,0.6900000000000001,1.71,91.71074736144432,478.4978029038263,23.10963336730353,0.9659258262890683,-0.9946708199115211
2021-01-06 12:00:00+00:00,-10.7,-8.9,88.0,47.7,0.8,3.0,0.39,1.0,0.4,1.0,0.66,1.0,0.56,1.0,0.56,1.0,0.12,1.0,1.59,1.0,0.85,1.0,4.74,4.74,1.4500000000000002,1.2400000000000002,2.44,90.50224888801078,475.2507224768367,22.928952957156085,1.0,-0.9946708199115211
2021-01-06 13:00:00+00:00,-10.2,-7.9,82.0,47.7,1.2,3.0,0.46,1.0,0.47,1.0,0.97,1.0,0.82,1.0,0.77,1.0,0.25,1.0,1.82,1.0,0.95,1.0,6.04,6.05,1.9,1.84,2.77,58.68360157614259,375.2196490693352,17.56554923637151,0.9659258262890684,-0.9946708199115211
2021-01-06 14:00:00+00:00,-10.7,-7.5,77.0,30.3,2.2,2.0,0.19,1.0,0.2,1.0,0.49,1.0,0.37,1.0,0.38,1.0,0.08,1.0,0.83,1.0,0.42,1.0,2.62,2.77,0.88,0.83,1.25,12.679775426749933,139.45801335523427,5.871464112913392,0.866025403784439,-0.9946708199115211
2021-01-06 15:00:00+00:00,-10.2,-7.1,78.0,4.6,3.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01,1.0,0.0,1.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.7071067811865483,-0.9946708199115211
2021-01-06 16:00:00+00:00,-10.7,-7.6,77.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9946708199115211
2021-01-07 09:00:00+00:00,-10.2,-5.6,71.0,3.9,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.33,0.0,0.0,0.0,0.01,0.0,0.0,0.01,16.321648502375165,163.47175834906284,7.232208214524736,0.7071067811865475,-0.9927487224577402
2021-01-07 10:00:00+00:00,-9.4,-5.4,72.0,14.7,2.0,1.0,0.07,0.5,0.06,0.5,0.05,0.5,0.09,0.67,0.1,0.67,0.01,0.17,0.38,1.0,0.11,0.33,0.39,0.8,0.18,0.2,0.49,63.24788844345488,388.1169781307655,18.68316921020053,0.8660254037844388,-0.9927487224577402
2021-01-07 11:00:00+00:00,-9.8,-5.3,71.0,29.5,2.5,1.0,0.36,1.0,0.39,1.0,0.26,1.0,0.45,1.0,0.44,1.0,0.07,1.0,1.14,1.0,0.55,1.0,3.3,3.3,1.01,0.96,1.69,93.4316261653221,479.4871180430263,23.70156829932411,0.9659258262890683,-0.9927487224577402
2021-01-07 12:00:00+00:00,-10.2,-5.5,69.0,35.8,3.0,1.0,0.54,1.0,0.51,1.0,0.37,1.0,0.6,1.0,0.58,1.0,0.14,1.0,1.43,1.0,0.7,1.0,4.33,4.33,1.42,1.3199999999999998,2.13,92.45914006191198,476.91593087250186,23.555744201600632,1.0,-0.9927487224577402
2021-01-07 13:00:00+00:00,-9.8,-5.3,70.0,35.0,2.7,1.0,0.46,1.0,0.43,1.0,0.31,1.0,0.51,1.0,0.5,1.0,0.1,1.0,1.28,1.0,0.62,1.0,3.76,3.75,1.2,1.11,1.9,60.66123158424926,378.9591442402268,18.19587123284871,0.9659258262890684,-0.9927487224577402
2021-01-07 14:00:00+00:00,-9.8,-5.3,70.0,18.9,2.4,1.0,0.12,1.0,0.12,1.0,0.06,1.0,0.13,1.0,0.17,1.0,0.0,1.0,0.54,1.0,0.24,1.0,0.7,1.26,0.3,0.3,0.78,13.90678400589858,146.35019907706646,6.391827493590186,0.866025403784439,-0.9927487224577402
2021-01-07 15:00:00+00:00,-9.8,-5.1,70.0,4.8,1.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,1.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.7071067811865483,-0.9927487224577402
2021-01-07 16:00:00+00:00,-9.4,-4.9,71.0,0.1,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9927487224577402
2021-01-08 08:00:00+00:00,-10.7,-5.0,65.0,0.1,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999993,-0.9905324521322229
2021-01-08 09:00:00+00:00,-10.7,-5.1,65.0,8.0,2.4,1.0,0.03,0.33,0.02,0.33,0.01,0.17,0.04,0.5,0.04,0.33,0.0,0.0,0.23,0.83,0.08,0.33,0.0,0.42,0.06,0.08,0.31,17.127697054849005,166.54465116482942,7.5986990440066435,0.7071067811865475,-0.9905324521322229
2021-01-08 10:00:00+00:00,-10.7,-4.9,65.0,30.1,2.3,1.0,0.37,1.0,0.43,1.0,0.29,1.0,0.56,1.0,0.52,1.0,0.12,0.83,1.4,1.0,0.62,1.0,3.62,3.94,1.09,1.2000000000000002,2.02,64.73035216894738,389.8191732753381,19.221888611842708,0.8660254037844388,-0.9905324521322229
2021-01-08 11:00:00+00:00,-10.2,-4.6,64.0,37.7,2.7,1.0,0.59,1.0,0.68,1.0,0.45,1.0,0.86,1.0,0.77,1.0,0.21,1.0,2.08,1.0,0.89,1.0,5.94,5.94,1.72,1.84,2.97,95.28314113953904,480.7854674516234,24.314474229150733,0.9659258262890683,-0.9905324521322229
2021-01-08 12:00:00+00:00,-10.2,-4.3,64.0,42.1,2.4,1.0,0.64,1.0,0.73,1.0,0.5,1.0,0.95,1.0,0.85,1.0,0.27,1.0,2.29,1.0,0.96,1.0,6.56,6.55,1.87,2.07,3.25,94.54405450485112,478.8641628227063,24.20342451531107,1.0,-0.9905324521322229
2021-01-08 13:00:00+00:00,-9.8,-4.1,64.0,33.9,2.9,1.0,0.48,1.0,0.55,1.0,0.37,1.0,0.73,1.0,0.67,1.0,0.18,1.0,1.87,1.0,0.76,1.0,5.14,5.13,1.4,1.5799999999999998,2.63,62.75909496650021,382.98431464627726,18.850774775809462,0.9659258262890684,-0.9905324521322229
2021-01-08 14:00:00+00:00,-9.8,-4.0,64.0,20.4,2.8,1.0,0.23,1.0,0.24,1.0,0.14,1.0,0.31,1.0,0.32,1.0,0.03,1.0,1.04,1.0,0.4,1.0,1.91,2.48,0.61,0.66,1.44,15.24359855567176,153.6263735915771,6.949172921952382,0.866025403784439,-0.9905324521322229
2021-01-08 15:00:00+00:00,-9.8,-3.8,64.0,7.6,1.8,1.0,0.02,1.0,0.02,1.0,0.01,1.0,0.03,1.0,0.05,1.0,0.0,1.0,0.23,1.0,0.07,1.0,0.0,0.41,0.05,0.08,0.3,0.0,0.0,0.0,0.7071067811865483,-0.9905324521322229
2021-01-08 16:00:00+00:00,-8.9,-3.8,67.0,0.2,0.9,1.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.67,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9905324521322229
2021-01-09 08:00:00+00:00,-9.8,-7.1,81.0,0.1,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999993,-0.9880226656636976
2021-01-09 09:00:00+00:00,-9.8,-7.9,84.0,11.6,0.4,4.0,0.1,0.5,0.08,0.33,0.1,0.5,0.1,0.83,0.12,0.67,0.01,0.17,0.98,1.0,0.38,0.5,0.64,1.77,0.28,0.23,1.36,18.02369269204179,170.07488792396222,7.997005684738196,0.7071067811865475,-0.9880226656636976
2021-01-09 10:00:00+00:00,-9.4,-7.2,82.0,62.2,0.5,1.0,1.02,1.0,1.21,0.5,0.79,1.0,1.21,1.0,1.07,1.0,0.29,1.0,6.79,1.0,3.24,1.0,14.61,14.6,3.02,2.5700000000000003,10.03,66.33708293999159,391.8871422176424,19.78552513820421,0.8660254037844388,-0.9880226656636976
2021-01-09 11:00:00+00:00,-9.4,-5.9,76.0,100.1,0.7,2.0,1.72,1.0,1.98,0.5,1.83,1.0,2.93,1.0,2.7,1.0,0.89,1.0,11.19,1.0,5.44,1.0,26.97,26.960000000000004,5.53,6.5200000000000005,16.63,97.26515734898004,482.37788696500354,24.948419709411027,0.9659258262890683,-0.9880226656636976
2021-01-09 12:00:00+00:00,-8.9,-5.2,73.0,106.5,0.7,2.0,1.62,1.0,1.88,0.5,2.44,1.0,3.79,1.0,3.56,1.0,1.27,1.0,11.25,1.0,5.39,1.0,29.58,29.58,5.94,8.62,16.64,96.75670511010404,481.07930743345327,24.871937121765853,1.0,-0.9880226656636976
2021-01-09 13:00:00+00:00,-8.9,-5.2,73.0,78.1,0.5,3.0,1.14,1.0,1.33,0.5,1.99,1.0,2.86,1.0,2.72,1.0,0.94,1.0,7.26,1.0,3.47,1.0,20.57,20.57,4.46,6.52,10.73,64.9776410705793,387.2745530540487,19.530024113433285,0.9659258262890684,-0.9880226656636976
2021-01-09 14:00:00+00:00,-9.4,-5.5,74.0,43.1,0.7,3.0,0.51,1.0,0.6,0.5,1.01,1.0,1.55,1.0,1.51,1.0,0.43,1.0,3.66,1.0,1.72,1.0,10.48,10.48,2.12,3.49,5.38,16.694658006978944,161.26762168807844,7.543710952990178,0.866025403784439,-0.9880226656636976
2021-01-09 15:00:00+00:00,-9.8,-6.6,79.0,9.1,0.6,4.0,0.03,1.0,0.03,0.5,0.09,1.0,0.1,1.0,0.13,1.0,0.01,1.0,0.42,1.0,0.17,1.0,0.54,0.95,0.15,0.24,0.59,0.0,0.0,0.0,0.7071067811865483,-0.9880226656636976
2021-01-09 16:00:00+00:00,-10.2,-7.8,83.0,0.0,0.6,1.0,0.0,0.33,0.0,0.17,0.0,0.33,0.0,0.33,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9880226656636976
2021-01-10 08:00:00+00:00,-6.7,-6.0,94.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999993,-0.9852201067560606
2021-01-10 09:00:00+00:00,-8.1,-6.9,93.0,6.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.5,0.02,0.17,0.0,0.09,0.0,0.0,0.09,19.01351791445689,174.05083909138827,8.428026312831342,0.7071067811865475,-0.9852201067560606
2021-01-10 10:00:00+00:00,-7.4,-6.5,93.0,109.2,0.5,1.0,0.28,1.0,0.3,1.0,0.34,1.0,0.33,1.0,0.28,1.0,0.04,0.5,1.69,1.0,0.66,1.0,2.43,3.64,0.9200000000000002,0.6500000000000001,2.35,68.06881296012352,394.3032994422712,20.374203518334,0.8660254037844388,-0.9852201067560606
2021-01-10 11:00:00+00:00,-6.0,-4.6,91.0,153.4,0.4,3.0,0.51,1.0,0.53,1.0,0.88,1.0,0.82,1.0,0.68,1.0,0.18,1.0,2.5,1.0,0.92,1.0,6.53,6.51,1.92,1.68,3.42,99.3774633343773,484.2491222611779,25.603405399923616,0.9659258262890683,-0.9852201067560606
2021-01-10 12:00:00+00:00,-5.7,-3.5,85.0,153.8,0.5,2.0,0.57,1.0,0.58,1.0,1.67,1.0,1.46,1.0,1.17,1.0,0.48,1.0,3.56,1.0,1.31,1.0,10.24,10.23,2.82,3.11,4.87,99.09669584979956,483.5451279933548,25.561159680942552,1.0,-0.9852201067560606
2021-01-10 13:00:00+00:00,-5.0,-2.8,84.0,104.4,0.4,2.0,0.4,1.0,0.42,1.0,2.36,1.0,1.69,1.0,1.34,1.0,0.62,1.0,3.41,1.0,1.28,1.0,11.11,11.12,3.18,3.65,4.69,67.31714521042304,391.8093015029552,20.23330350329855,0.9659258262890684,-0.9852201067560606
2021-01-10 14:00:00+00:00,-6.0,-4.2,87.0,45.1,0.9,1.0,0.08,1.0,0.06,1.0,1.23,1.0,0.93,1.0,0.74,1.0,0.25,1.0,1.62,1.0,0.59,1.0,4.99,5.42,1.37,1.92,2.21,18.263986357657444,169.25258554180175,8.175406793343392,0.866025403784439,-0.9852201067560606
2021-01-10 15:00:00+00:00,-6.3,-5.2,90.0,12.2,0.7,1.0,0.0,1.0,0.0,1.0,0.09,1.0,0.09,1.0,0.07,1.0,0.0,1.0,0.18,1.0,0.05,1.0,0.0,0.48,0.09,0.16,0.2299999999999999,0.0,0.0,0.0,0.7071067811865483,-0.9852201067560606
2021-01-10 16:00:00+00:00,-7.4,-6.2,91.0,0.1,0.6,1.0,0.0,0.33,0.0,0.33,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9852201067560606
2021-01-11 09:00:00+00:00,-5.7,-4.8,94.0,1.6,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.101151355242624,178.46024412868752,8.892558506446433,0.7071067811865475,-0.9821256058680006
2021-01-11 10:00:00+00:00,-5.7,-4.8,94.0,4.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92623634445404,397.0497645199159,20.987967438319814,0.8660254037844388,-0.9821256058680006
2021-01-11 11:00:00+00:00,-5.3,-4.5,94.0,8.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.61977450197978,486.3837460682299,26.279368496178503,0.9659258262890683,-0.9821256058680006
2021-01-11 12:00:00+00:00,-5.0,-4.0,94.0,8.8,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.56352859775537,486.24538217704367,26.270909816338403,1.0,-0.9821256058680006
2021-01-11 13:00:00+00:00,-4.4,-3.6,94.0,6.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77771244014801,396.5681908602319,20.9602250225175,0.9659258262890684,-0.9821256058680006
2021-01-11 14:00:00+00:00,-4.1,-3.4,94.0,4.2,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95515615901818,177.55777290315106,8.843988476641158,0.866025403784439,-0.9821256058680006
2021-01-11 15:00:00+00:00,-3.8,-3.3,95.0,1.8,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865483,-0.9821256058680006
2021-01-12 08:00:00+00:00,-15.6,-13.8,86.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999993,-0.9787400799669153
2021-01-12 09:00:00+00:00,-16.3,-14.2,85.0,7.6,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.290623189652656,183.29007255559188,9.391286295131309,0.7071067811865475,-0.9787400799669153
2021-01-12 10:00:00+00:00,-14.4,-12.8,85.0,32.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.0,0.0,0.11,0.67,0.0,0.0,0.0,0.11,0.0,0.0,0.11,71.91000366810708,400.1084772109274,21.626783790952015,0.8660254037844388,-0.9787400799669153
2021-01-12 11:00:00+00:00,-12.7,-10.7,86.0,36.4,0.6,1.0,0.03,0.67,0.03,0.67,0.0,0.0,0.06,1.0,0.07,1.0,0.0,0.0,0.27,1.0,0.02,0.5,0.0,0.45,0.06,0.13,0.29,103.99174028783008,488.7662756767488,26.97618797533596,0.9659258262890683,-0.9787400799669153
2021-01-12 12:00:00+00:00,-10.2,-8.7,87.0,47.2,0.6,1.0,0.14,1.0,0.14,1.0,0.0,0.0,0.22,1.0,0.24,1.0,0.02,0.67,0.44,1.0,0.02,0.17,0.0,1.08,0.28,0.48,0.46,104.15661500893832,489.1639430392722,27.000951526243497,1.0,-0.9787400799669153
2021-01-12 13:00:00+00:00,-9.4,-7.7,88.0,16.1,0.7,1.0,0.02,1.0,0.01,1.0,0.0,0.0,0.02,1.0,0.03,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.11,0.03,0.05,0.05,72.35928848615765,401.53118530519697,21.710337654492136,0.9659258262890684,-0.9787400799669153
2021-01-12 14:00:00+00:00,-8.5,-7.0,89.0,8.8,0.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77126754516442,186.157938772508,9.548961941430711,0.866025403784439,-0.9787400799669153
2021-01-12 15:00:00+00:00,-8.1,-6.6,89.0,2.1,0.6,4.0,0.0,0.83,0.0,0.83,0.0,0.0,0.0,1.0,0.0,0.83,0.0,0.83,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865483,-0.9787400799669153
2021-01-12 16:00:00+00:00,-8.1,-6.7,89.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9787400799669153
2021-01-13 09:00:00+00:00,-8.1,-3.6,70.0,0.6,3.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.585967876843,188.5263966286262,9.924767897479091,0.7071067811865475,-0.9750645322571948
2021-01-13 10:00:00+00:00,-5.7,-3.9,87.0,5.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.02071299626616,403.4612922786393,22.29054657641737,0.8660254037844388,-0.9750645322571948
2021-01-13 11:00:00+00:00,-6.3,-2.5,75.0,14.7,5.2,2.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.09,0.0,0.01,0.08,106.4929474263708,491.3812708227754,27.69368941219362,0.9659258262890683,-0.9750645322571948
2021-01-13 12:00:00+00:00,-6.7,-2.1,72.0,15.9,5.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,106.87528526959144,492.2848994780409,27.751001146588223,1.0,-0.9750645322571948
2021-01-13 13:00:00+00:00,-6.0,-2.3,75.0,15.4,4.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,75.06166996584369,406.678703991576,22.483136018766395,0.9659258262890684,-0.9750645322571948
2021-01-13 14:00:00+00:00,-5.7,-2.5,78.0,10.2,3.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.714938205606146,195.02649075867632,10.289630421552868,0.866025403784439,-0.9750645322571948
2021-01-13 15:00:00+00:00,-7.0,-2.5,71.0,4.4,5.1,2.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865483,-0.9750645322571948
2021-01-13 16:00:00+00:00,-7.4,-2.5,69.0,0.1,4.1,2.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9750645322571948
2021-01-14 09:00:00+00:00,-11.6,-6.4,66.0,12.6,1.6,1.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.08,0.67,0.0,0.0,0.0,0.08,0.0,0.0,0.08,23.991171974677627,194.15426545844457,10.493423635616972,0.7071067811865475,-0.9711000518829505
2021-01-14 10:00:00+00:00,-11.2,-5.5,63.0,49.6,2.3,1.0,0.01,0.9,0.0,0.17,0.0,0.0,0.0,0.17,0.02,0.9,0.0,0.17,0.4,1.0,0.02,0.83,0.0,0.44,0.01,0.02,0.42,76.25889295162553,407.0900418739053,22.97907955085215,0.8660254037844388,-0.9711000518829505
2021-01-14 11:00:00+00:00,-11.2,-5.0,63.0,72.6,2.0,1.0,0.07,1.0,0.02,1.0,0.0,0.0,0.06,1.0,0.12,1.0,0.03,1.0,0.54,1.0,0.06,1.0,0.0,0.8300000000000001,0.09,0.21,0.6000000000000001,109.1229139431272,494.2134004130343,28.43164847662746,0.9659258262890683,-0.9711000518829505
2021-01-14 12:00:00+00:00,-11.2,-4.9,63.0,64.6,1.9,1.0,0.04,1.0,0.0,1.0,0.0,0.0,0.02,1.0,0.1,1.0,0.0,1.0,0.38,1.0,0.0,1.0,0.0,0.5,0.04,0.12,0.38,109.7187877651478,495.5926235546134,28.520731896020223,1.0,-0.9711000518829505
2021-01-14 13:00:00+00:00,-10.7,-5.0,65.0,52.4,1.5,1.0,0.01,1.0,0.0,1.0,0.0,0.0,0.02,1.0,0.08,1.0,0.0,1.0,0.31,1.0,0.0,1.0,0.0,0.41,0.01,0.1,0.31,77.88450769991519,411.9917028484037,23.278067510983064,0.9659258262890684,-0.9711000518829505
2021-01-14 14:00:00+00:00,-10.7,-5.0,65.0,38.2,1.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,0.14,1.0,0.01,1.0,0.39,1.0,0.0,1.0,0.0,0.6000000000000001,0.0,0.21,0.39,25.78829910763227,204.13587733848303,11.06511563148801,0.866025403784439,-0.9711000518829505
2021-01-14 15:00:00+00:00,-10.2,-5.2,67.0,12.6,1.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,1.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.7071067811865483,-0.9711000518829505
2021-01-14 16:00:00+00:00,-10.7,-6.0,69.0,0.3,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000006,-0.9711000518829505
2021-01-15 09:00:00+00:00,-17.8,-15.9,83.0,36.5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.67,0.0,0.0,0.0,0.12,0.0,0.0,0.12,25.510117864885245,200.15759008650485,11.097524537426246,0.7071067811865475,-0.9668478136052776
